	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
576	821435427571658753	Harvard research estimates #ACA repeal will cause 27,000 people to die every year who otherwise would have lived. https://t.co/CNDC574pYd	1	1.0	1.0	1.0
578	823658050833805313	Do conservatives know that legally taking away abortion isn't going to actually stop people from getting abortions?	1	1.0	0.0	0.0
579	823860023390535680	International students @UWS - come and meet the International Student Support team on Thursday - quizzes, Scottish food, meet new people! https://t.co/2QMAxyxG6O	0	0.0	0.0	0.0
580	825716354585997312	China: The Struggle at the Top | by Andrew J. Nathan | The New York Review of Books https://t.co/DWY8QNvvxg	1	0.0	1.0	1.0
581	826562278627618817	Apple Reports Record First Quarter Results https://t.co/IGKhTD2tg9	0	0.0	0.0	0.0
582	826607463831003136	Cownose Rays are Beaten With Bats and Suffocated by Fishermen - Stop the Slaughter https://t.co/YJvN5sol65 via @ForceChange	0	0.0	0.0	0.0
583	827372324533915648	@thehill @NormDeguere good for them then we will be spared a pile of irrelevant research.	0	0.0	0.0	0.0
585	829033187225509888	#FedEx STOP TRANSPORTING DOLPHINS Without air carriers the dolphin trade would die! #OpSeaWorld https://t.co/XOXNH6kPFT	0	0.0	0.0	0.0
586	831569149302231040	"""How Japan's New Regulations Affect Bitcoin Exchanges"" – Japan has recently overtaken the US and China as… https://t.co/t7WH5PJAvk #bitcoin"	0	0.0	0.0	0.0
587	832017314908405760	#prnewswire Additional results from pivotal RA-BEAM study published in New England https://t.co/C2iSu6FTEi	1	0.0	1.0	1.0
589	833408997524910080	@nmucklow @ctvqp Obviously. But #M103 asks for recommendations that can lead to a future bill = legilslation. Nothing to do with Trump.#Sigh	0	0.0	0.0	0.0
590	834208335406641152	Poll: Support for #marijuana growing like a weed in #Texas #WarOnDrugs https://t.co/0uCYwdUVoa	0	0.0	0.0	0.0
592	835178704435359745	The Latest: Times reports calls between Trump team, Russia https://t.co/mb95MQ65r9	0	0.0	0.0	0.0
593	835545584400498688	Innovation - Infection Control - Mathematics supports a new way to classify viruses based on structure: https://t.co/LnptAW3iii	1	1.0	1.0	1.0
594	836660703025070080	@TheDirtyPurple Those carpets are amazing and great support for British industry.	0	0.0	0.0	0.0
595	836678952458600452	@delaneykingrox stop with the false name calling and debate rationally instead of playing 'cards'	0	0.0	0.0	0.0
596	837670504236531716	Please give a #FF to @CompleteKidzCiC working with children, young people & families to promote healthy lifestyles https://t.co/clZmxHQwbY	0	0.0	0.0	0.0
597	837671647721177088	Future medical perspectives: Gut bacteria will revolutionise #medicine https://t.co/nAmZqZ4UY6 @Metabolcenter @NEJM @ScienceNordic https://t.co/O8W8BgyUAb	1	1.0	1.0	1.0
598	838373677758562306	why do trains always stop on the tracks in the mornings like people don't have places to be🤦🏽‍♀️	0	0.0	0.0	0.0
600	839139914176479232	#10: RapidKetosis Premium Exogenous Ketone Supplement - Weight Loss Was Never Easier… https://t.co/OoRJlk58BA #Prepared #Foods	1	1.0	0.0	0.0
601	839180678629486592	Trump promised one of the largest military buildups ever. 3% increase from Obama's budget is barely a buildup, let alone a large one.	0	0.0	0.0	0.0
602	839281326121443329	(3) Fear of illness because of poverty is a national disgrace. It also causes huge numbers to live in a perpetual state of stress.	1	1.0	0.0	0.0
603	841315482867245056	@jafarsbutt ugh. I'm really over the mezzo drama. the root cause is always the same. they really haven't grown at all... YEAH PYTHAG ARC PLS	0	0.0	0.0	0.0
604	843119176210300929	Papehal, congrats to all spm candidates. Tak kisah la dapat result macam mana pun, keep on moving towards success and don't stop here.	0	0.0	0.0	0.0
605	843126626212855810	Hundreds of people out today to support @KGHAandE! Proud to represent this borough! https://t.co/Hr2EOsbMH2	0	0.0	0.0	0.0
606	844220064211632128	DOJ will announce it has filed federal corruption charges against Philadelphia's DA this afternoon, Inquirer reports https://t.co/r1M6Q8Lbm0	0	0.0	0.0	0.0
607	844594656872714245	Did you know we offer a residentially based Masters program? You can learn more about it here! https://t.co/yZZpLl9s2G https://t.co/BL15Jvhqs8	0	0.0	0.0	0.0
608	845994048796180482	Methane Hydrate: Killer cause of Earth's greatest mass extinction https://t.co/oqnlFrU51i warning: #Elsevier (malicious company)	1	1.0	1.0	1.0
609	847011162164285440	Police band together to show support for officer charged in Abdi death https://t.co/4lBeUo4hIS #ottnews #ottawa https://t.co/5UKIkeGzGz	0	0.0	0.0	0.0
610	848697042692169728	The power of science!!!! This is amazing. https://t.co/vXH2gnRTrP	1	0.0	1.0	1.0
611	850025269234741253	Is feminism getting closer to #neoliberalism & #capitalism today than the 70s? Nanette Funk challenges Nancy Fraser https://t.co/l0eTgsE53a	1	1.0	1.0	1.0
612	850770221182976001	California took another step towards protecting the Stanislaus, Tuolumne, Merced & lower San Joaquin Rivers. https://t.co/pI9xtTrdH0	0	0.0	0.0	0.0
613	851425636992339969	.@united The @courierjournal reports that the passenger was removed from the flight to be replaced by United airlines staff https://t.co/Nkeqk6eqkm https://t.co/z3jNnUiDJX	0	0.0	0.0	0.0
614	853358642472550400	@helldogs6615 @SenSanders Correction: stupid people in VT support Trump. Clinton got 56.68% #Trump got an utterly embarrassing 30.27% of vote. Most VTers are smart.	0	0.0	0.0	0.0
615	854729466861559808	Myth: Warm Up can Increase Vertical Jump! True or False? #nba See at : https://t.co/ZjGHyzRNGd https://t.co/jHDDRcxYnb	1	1.0	0.0	0.0
616	854759368062943232	"GOPers signing on w/ Dems or getting Dem support is just smart politics for the minority party to get things done. Not more ""bipartisan"" https://t.co/0HItNSx0C4"	0	0.0	0.0	0.0
617	855333006227103744	Seeking perfection in trading leads to massive losses https://t.co/VacaxTq2zE	1	1.0	0.0	0.0
618	857656545974398976	student athletes are a different species https://t.co/vDa7gpwZgk	1	1.0	0.0	0.0
621	859309059609997312	im gonna be an economist	0	0.0	0.0	0.0
622	860184097980784641	Remember when libs attacked @POTUS for his concealed carry stance? RIGHT AGAIN: Man stops killer. MSM won't blast this. #ThursdayThoughts https://t.co/r1rf9hpm1G	0	0.0	0.0	0.0
623	860957536140308480	13 frameworks for mastering #machinelearning https://t.co/WDy8JZwPPl via @infoworld	0	0.0	0.0	0.0
624	861250238052433920	First ice cream, a sweet treat @McDonalds #boxerdog #boxers #dogsoftwitter #dogslife #icecream #boxerworld #boxersofinstagram #puppy https://t.co/kvs5S0id9o	0	0.0	0.0	0.0
625	861800417470054400	Climate activists shut down Chase banks in Seattle. @AlisonMorrowK5 reports https://t.co/qgyBXEyTGj	0	0.0	0.0	0.0
626	862030957385310208	Lack of free will and unwillingness to exercise it are functionally equivalent.	1	1.0	0.0	0.0
627	862982829214507010	This story will tear you apart: The Last Person You’d Expect to Die in Childbirth https://t.co/2gGPOVUiv9	1	0.0	1.0	1.0
628	863005248062976000	Norwegian government strongly opposes Norw Labour Union's decision: #boycott of #Israel. We need more cooperation and dialogue, not boycott. https://t.co/vB5K4cjUaO	0	0.0	0.0	0.0
630	863330963123732480	#sports #fitness Buy Now: $33.97 Ueasy Knee pad Breathable Support Crashproof Antis... https://t.co/0Vd093Q0v1 https://t.co/MWaDuyQkbG	0	0.0	0.0	0.0
631	864377347507671041	A good start but more than information is needed to support customers to buy more healthy and less unhealthy food in supermarkets https://t.co/p3K7tlHTT9	0	0.0	0.0	0.0
632	864571933886730242	What does deficiency means to native americans?	0	0.0	0.0	0.0
634	864895567956029440	Want to fight homelessness? Prevent displacement. Research on San Mateo County out today: https://t.co/VerZkDs2jI via @UCBDisplacement	1	1.0	1.0	1.0
635	865345159738929153	Trying times doesn't mean to stop trying	0	0.0	0.0	0.0
636	866052305094946817	@Bleah_Bleah @rickkenig @Chameleon_X_ @REV_20_10 @JeffHar18906046 @sdx904x08 @DrJomaih @LogansWarning1 @lovestheworld3 @QuantaraJohn @unlimited_abu @Yadava1nonly @Truth_Tellerzz @Mitchforjesus @GodlessHussar2 @Immortal__Saint @Libtard_Police @moshakeel_h @AdamSmithFan @HamzaCule @MuslimIQ @TrueIslamUSA Moreso the first one. The issues with failing to research was more issues that encompassed our Afghanistan/Iraq situation from 2001 onward.	0	0.0	0.0	0.0
638	867767699908075520	Cycling is SAFE, it's the infrastructure & cars that are dangerous. #BicycleEquity Let's control the narrative! https://t.co/qEuuTxitj7	1	1.0	1.0	1.0
639	868167534532595713	@FerrickAnima @Ichikyo57 -exclusively for PS4 get backported to Vita/PS3 (RESOGUN) and that shit was not pretty. Inferior graphics, lower framerate, game was NOT--	0	0.0	0.0	0.0
640	869525137917399040	New this morning: Trump’s communication director Mike Dubke is leaving after submitting resignation letter, @kwelkernbc reports https://t.co/l88PZVZm3E	0	0.0	0.0	0.0
641	872998114449346560	Accidental Drowning Ruled as Cause for Missing Woman's Death https://t.co/UzQoAGFxAE https://t.co/xIk1jSzrPe	0	0.0	0.0	0.0
642	873937360127275008	@ColinKahl There has been a sharp increase in reported abuse of travellers - particularly non-whites - by CBP & ICE personnel. https://t.co/sVIYIvMNTk	1	1.0	0.0	0.0
643	876112200162615298	Craving something sweet? Here is the perfect baked summer treat https://t.co/MvOTfji0ON #baking #recipes https://t.co/anvZ7kaL7y	0	0.0	0.0	0.0
644	877575894629572608	$ORRV more and more support at 8 looking good 🔥🤟💸👀 $DOLV $OWCP $CHRO $MMEX $DEWM $SFOR $USRM $SVTE $FRZT $LGBS $FLPC $ICNB $CBIS $SIRI	0	0.0	0.0	0.0
645	877868250515652612	Making great time so a quite stop for refreshments and real bathrooms 😊 @EPSPhoenix @GreatEssexETFO https://t.co/ETuZYNNyzb	0	0.0	0.0	0.0
646	878021959518363648	European markets are a better investment than US markets, analyst says https://t.co/APHnvJROtc #Stock #Market https://t.co/ykYySyP5vH	1	1.0	0.0	0.0
647	878086451639894016	.@SRE_mx statement regarding #US President recent tweet about violence in #Mexico https://t.co/55b5KDs9iT	0	0.0	0.0	0.0
649	879156426467295233	@ananavarro He was African American. To some Republicans that is enough reason for a killing not to be murder.	0	0.0	0.0	0.0
650	879439969785348096	"@nabsta192 @KTHopkins @GeoffArsenal Nabil these sickos full stop preying on ""white"" girls. I've never heard of a Christian grooming gang preying on Muslim girls in #uk come on!"	0	0.0	0.0	0.0
651	879660771197767680	@martine95000 @C4CAnimals @argentomaris1 @RoughGuides Souless demons 😈 STOP THIS TORTURE #China #StopYuLinForever 💔	0	0.0	0.0	0.0
652	879799195368136704	leaving a toxic relationship and surrounding urself with people who treat u right & want the best for u is BEAUTIFUL 10/10 RECOMMEND !!!	0	0.0	0.0	0.0
655	880400448645156865	The Rise of bilingual #sciencejournalism #ECSJ2017 @jarimakinen @nuriajar @swaforini @fedkukso https://t.co/3P7gdyQUyb	1	0.0	0.0	1.0
657	882983426822995968	Will u help💙us w/ a RT? A project to promote peace & tolerance. https://t.co/Pj6xs5J03V #donorschoose #charity #kidsdeserveit #Mindfulness	0	0.0	0.0	0.0
659	884812734830981122	@larsiusprime IDK. There are many ways to promote a game (or a game idea). Just putting it on Steam is probably the worst :)	0	0.0	0.0	0.0
661	886227172784050179	@DrMartyFox @seanhannity Maybe Mueller had to hire only HRC donors cause Repub donors refused to be part of one-sided investigation? Still no look at BO+HRC scandals	0	0.0	0.0	0.0
662	886673109964685312	Does Stress Worsen Chemical Harms in Pregnancy? https://t.co/Rq4HC2fMXU	1	1.0	1.0	1.0
663	887050236530765825	Keep checking in on latest @ealcs1 articles. Soon roundtable on @G_A_Musila's landmark book!#MyTwitterAnniversary https://t.co/T3MqpEjemP https://t.co/AWzGFaGcOE	1	0.0	0.0	1.0
664	887340687343067136	Study finds increasing patient engagement can lower adverse events in an ICU setting: https://t.co/3InryC0kuv #ptsafety #patientengagement	1	1.0	1.0	1.0
665	887370991801913344	@gskh1237 @bjorkianrice @IndivisibleNV @IndivisibleLV @TWWNevada @SenDeanHeller STOP CRUELTY WHY UNDECIDED WHAT R U RESIGN	0	0.0	0.0	0.0
666	887707010103480320	Wonderful Wednesday!. Lakeland Village is open Wednesday 7.19.17 from 5-7. Stop by 86 4th Ave (use the number 4... https://t.co/grj10LoIsu	0	0.0	0.0	0.0
667	888135615929364481	Court Stops Illinois Law Forcing Christian Doctors and Pregnancy Centers to Promote Abortion @LifeNewsHQ https://t.co/PpdZXQ5T7e	0	0.0	0.0	0.0
669	888600954689523713	.@thedaily @WDFW #SaveSmackoutPack Incomplete investigation does not support extermination. #SaveSmackoutPack https://t.co/kYvd9ISHg6	0	0.0	0.0	0.0
670	889171082237935617	So comic book cover versions of movie posters are a trend this comic con. I'm not complaining. https://t.co/xswQ6sGzRE	0	0.0	0.0	0.0
671	890144022366498816	➙MASAKI YODA 2016/11 -don't stop it(sample)(1920kHz/24bit Quality)- https://t.co/vzRlZdySy1 #音樂 #Japan #information	0	0.0	0.0	0.0
672	890968094054637568	@KJApplegate @ribg Hey Kevin! Just to clarify, this Ring video recording is accessible by the homeowner, and he shared it with local police immediately.	0	0.0	0.0	0.0
673	891813728651329536	no matter how educated, talented, rich or cool u believe u are, how u treat people ultimately tells all	0	0.0	0.0	0.0
675	895644705232265216	CAR12 REPORTS ON BOX A CODE 111, COMPANIES IN SERVICE AND COMMAND TERMINATED	0	0.0	0.0	0.0
676	896277923522633728	Is it wrong that being able to eat as many gummy worms as I want seems to me on par with curing cancer at the moment? https://t.co/C9dpsIFy0B	0	0.0	0.0	0.0
677	896848697950175234	Results Equal Retention: Stop Selling the Wrong Thing. Discover more at Club Industry Show #CIShow https://t.co/WRwSWRiX2l via @YouTube	0	0.0	0.0	0.0
678	897389401822638080	Exclusive: Costa made three requests to leave #CFC over the course of last season, reports @MattHughesTimes https://t.co/2PtekGcB8d https://t.co/wWtwBExmGN	0	0.0	0.0	0.0
679	897959625504559104	Why the definition of polycystic ovary syndrome harms women https://t.co/ohHp3Llt8y #sciencepolicy	1	1.0	1.0	1.0
680	898900483389009921	@KookahLoves Now days many mature people who treat idol issues as serious as a world war	0	0.0	0.0	0.0
681	899177194223656960	"@AnnCoulter @trumps_feed North Korea warned that upcoming US-South Korea military exercises are ""reckless behavior"" https://t.co/VbAW4wUswW"	0	0.0	0.0	0.0
682	899206910846664706	@blynntopsfield wow lots of cancer research supports trump - no surprise	1	0.0	0.0	1.0
683	899488800287727617	gratitude is a killer antidepressant	1	1.0	0.0	0.0
684	900885408174571521	#VIP2 Box office Hit With Youths, Kids & Family Audience Full Support #VIP2BlockBuster3RdWeek #VIP2BB3rdWeek https://t.co/6VWYClcAtt	0	0.0	0.0	0.0
685	900929486543347712	Is Your Debt too Expensive? @SettleiTsoft helps debtors stop #collection calls for #FREE! #FinTech #StartUp #Miami https://t.co/sj8RNwieBr	0	0.0	0.0	0.0
686	901199915619151873	How removing statues will fix society: https://t.co/aB3IM4nDEH	0	0.0	0.0	0.0
687	902298014232006661	The @USCG alone has rescued over 1,500 people, but emergency systems are overwhelmed. Mark Strassmann reports now https://t.co/ikGYhcJU6k	0	0.0	0.0	0.0
688	903534472078995456	Maintenance Engineer - Deeside - Total Staff #defence # jobs https://t.co/TauK0kCjVE	0	0.0	0.0	0.0
691	906632598943944705	@AntoRigel That's life, stop being el gilipollas que se amarga.	0	0.0	0.0	0.0
692	906920210757758976	@ChrisLewisLLS A UL recommended publication...👍🇨🇦 straightforward and based on a successful career of SOLID Leadership and charisma.	0	0.0	0.0	0.0
693	907675420350447616	@CryptoBully Good job those tight stops were in that don't look good now	0	0.0	0.0	0.0
694	909231305820299264	SOMEONE OPTION JENNA'S ROUND THE TWIST ORAL HISTORY FOR A BOOK *IMMEDIATELY* https://t.co/e6eVDSVFVe	0	0.0	0.0	0.0
695	909531164981022723	This post will show you why it’s a real mistake to count on a cellphone when you go hiking. https://t.co/uGwCWHoipp	1	0.0	1.0	1.0
696	910036033378627585	'Disaster looms' Scheming Remainers plot to join forces with rivals to STOP BREXIT https://t.co/Z3FaiVodbn	0	0.0	0.0	0.0
697	911030122773385216	"Stocks, USDJPY Stumble After North Korean ""H-Bomb Test"" Threat Reports https://t.co/4WlIsvxL7v"	0	0.0	0.0	0.0
698	912204811503902720	US isolation on the bell curve of international opinion - Asia Times https://t.co/YdbeW9a60d	0	0.0	0.0	0.0
699	912801505777995780	@michaelkruse @maggieNYT @karaswisher Haberman enables trump in her tweets and her writings. Fahrenthold reports with accuracy and facts.	0	0.0	0.0	0.0
700	913722549770637312	Science, Meaning and the Imagination: How can we bring the human being back into our science? https://t.co/8tBo3aLRJK https://t.co/1Xezcj7Cci	1	0.0	0.0	1.0
701	914779556288110593	https://t.co/i9PZjYWVL5 Flood of support for suspended WA reverend - The Australian https://t.co/Hgl3nAYLvn	0	0.0	0.0	0.0
702	914961463269191680	Tom Petty, 66, dies of cardiac arrest: Reports https://t.co/yuhMOLM4VO	0	0.0	0.0	0.0
